transaction_id,customer_id,amount,payment_method,product_category,customer_age,discount_rate,is_fraud
tx_syn_100032,usr_5555,1230.2,Debit Card,Apparel,28.8,0.24,False
tx_syn_100033,usr_4385,124.89,Debit Card,Apparel,38.5,0.19,False
tx_syn_100034,usr_5117,372.43,Debit Card,Apparel,30.0,0.2,False
tx_syn_100035,usr_7396,1089.2,UPI,Home & Kitchen,18.0,0.26,False
tx_syn_100036,usr_5843,2372.64,UPI,Electronics,,0.09,False
tx_syn_100037,usr_3904,1669.33,Cash,Electronics,20.0,0.12,False
tx_syn_100038,usr_8728,1941.19,UPI,Apparel,42.8,0.31,False
tx_syn_100039,usr_1474,1224.57,UPI,Home & Kitchen,,0.11,False
tx_syn_100040,usr_2082,1771.59,Credit Card,Apparel,18.0,0.19,False
tx_syn_100041,usr_3558,768.22,UPI,Digital Goods,19.2,0.25,False
tx_syn_100042,usr_8849,1193.4,UPI,Apparel,33.8,0.35,False
tx_syn_100043,usr_3047,2504.6,Cash,Apparel,35.8,0.15,False
tx_syn_100044,usr_8643,3747.96,Credit Card,Electronics,,0.15,False
tx_syn_100045,usr_3747,1073.39,UPI,Apparel,25.1,0.29,False
tx_syn_100046,usr_1975,130.36,Cash,Home & Kitchen,34.1,0.28,False
tx_syn_100047,usr_2806,367.42,Cash,Electronics,42.5,0.26,False
tx_syn_100048,usr_1189,87.95,Credit Card,Electronics,23.9,0.16,False
tx_syn_100049,usr_8101,1956.54,UPI,Home & Kitchen,37.4,0.11,False
tx_syn_100050,usr_3734,777.09,Debit Card,Apparel,19.4,0.21,False
tx_syn_100051,usr_4005,1457.48,Debit Card,Electronics,36.9,0.31,True
tx_syn_100052,usr_5658,1273.62,Credit Card,Home & Kitchen,40.6,0.31,False
tx_syn_100053,usr_2899,203.08,Debit Card,Electronics,38.7,0.04,False
tx_syn_100054,usr_8734,979.3,Credit Card,Digital Goods,42.7,0.15,False
tx_syn_100055,usr_2267,498.53,UPI,Electronics,42.1,0.16,False
tx_syn_100056,usr_7975,1025.55,Credit Card,Home & Kitchen,49.9,0.34,False
tx_syn_100057,usr_2528,459.73,UPI,Apparel,35.1,0.24,False
tx_syn_100058,usr_4202,3353.74,Debit Card,Digital Goods,49.9,0.14,False
tx_syn_100059,usr_4556,394.51,Credit Card,Electronics,26.2,0.01,False
tx_syn_100060,usr_4890,5879.45,UPI,Home & Kitchen,32.5,0.2,False
tx_syn_100061,usr_1646,1017.85,Credit Card,Apparel,33.2,0.03,False
tx_syn_100062,usr_7164,3420.31,UPI,Apparel,25.3,0.29,False
tx_syn_100063,usr_3888,1833.66,UPI,Apparel,18.0,0.26,False
tx_syn_100064,usr_7310,2442.83,Credit Card,Home & Kitchen,41.6,0.16,False
tx_syn_100065,usr_6393,2677.69,UPI,Digital Goods,26.3,0.15,False
tx_syn_100066,usr_3435,1315.19,Debit Card,Electronics,30.8,0.31,False
tx_syn_100067,usr_1600,1460.71,UPI,Electronics,47.7,0.1,False
tx_syn_100068,usr_3363,1348.77,Credit Card,Home & Kitchen,39.1,0.09,False
tx_syn_100069,usr_3061,1646.37,Debit Card,Electronics,49.0,0.33,False
tx_syn_100070,usr_1241,103.7,Credit Card,Digital Goods,35.2,0.28,False
tx_syn_100071,usr_3041,956.08,Credit Card,Apparel,38.9,0.29,False
tx_syn_100072,usr_3824,1727.39,Cash,Home & Kitchen,32.2,0.07,False
tx_syn_100073,usr_8513,1689.11,UPI,Electronics,27.0,0.05,False
tx_syn_100074,usr_3612,2884.68,UPI,Electronics,38.9,0.01,False
tx_syn_100075,usr_8041,1965.63,Credit Card,Home & Kitchen,30.5,0.08,False
tx_syn_100076,usr_2363,8771.21,UPI,Digital Goods,39.7,0.27,False
tx_syn_100077,usr_7235,650.97,Cash,Digital Goods,29.4,0.08,False
tx_syn_100078,usr_6486,850.93,UPI,Electronics,32.7,0.26,False
tx_syn_100079,usr_8099,921.67,Debit Card,Electronics,33.4,0.09,False
tx_syn_100080,usr_2478,1178.62,Debit Card,Electronics,43.4,0.14,False
tx_syn_100081,usr_8595,3304.18,UPI,Digital Goods,30.6,0.34,False
tx_syn_100082,usr_3556,534.05,Credit Card,Electronics,44.3,0.09,False
tx_syn_100083,usr_1775,2743.0,UPI,Electronics,26.5,0.13,False
tx_syn_100084,usr_5014,985.49,Credit Card,Electronics,36.5,0.11,False
tx_syn_100085,usr_1034,1707.69,UPI,Electronics,28.4,0.04,False
tx_syn_100086,usr_7349,1852.06,Cash,Digital Goods,43.7,0.17,False
tx_syn_100087,usr_4152,889.82,Cash,Apparel,27.2,0.13,False
tx_syn_100088,usr_2955,1343.66,UPI,Electronics,28.1,0.24,False
tx_syn_100089,usr_2585,1009.01,UPI,Electronics,23.5,0.29,False
tx_syn_100090,usr_4943,178.95,Debit Card,Electronics,35.1,0.19,True
tx_syn_100091,usr_8555,1084.59,UPI,Electronics,39.2,0.01,False
tx_syn_100092,usr_4073,234.44,Cash,Electronics,38.3,0.22,False
tx_syn_100093,usr_2021,984.61,Credit Card,Home & Kitchen,33.0,0.02,False
tx_syn_100094,usr_4461,1667.73,UPI,Electronics,28.6,0.22,False
tx_syn_100095,usr_3613,1609.0,Debit Card,Electronics,31.8,0.24,False
tx_syn_100096,usr_6225,2005.79,Credit Card,Apparel,32.2,0.07,False
tx_syn_100097,usr_4843,230.2,Cash,Home & Kitchen,36.3,0.29,False
tx_syn_100098,usr_8989,1950.63,Cash,Apparel,35.8,0.32,False
tx_syn_100099,usr_2500,723.53,UPI,Home & Kitchen,,0.28,False
tx_syn_100100,usr_5798,966.63,UPI,Apparel,,0.11,False
tx_syn_100101,usr_7545,19598.13,Cash,Home & Kitchen,37.3,0.21,False
tx_syn_100102,usr_7873,66.33,Cash,Electronics,34.8,0.32,False
tx_syn_100103,usr_6675,9063.57,UPI,Digital Goods,31.4,0.11,False
tx_syn_100104,usr_1161,1693.55,Debit Card,Electronics,37.2,0.29,False
tx_syn_100105,usr_5297,959.49,Credit Card,Apparel,30.6,0.0,False
tx_syn_100106,usr_2981,536.96,UPI,Home & Kitchen,33.7,0.0,False
tx_syn_100107,usr_1995,531.42,Debit Card,Apparel,44.1,0.27,False
tx_syn_100108,usr_7413,3923.0,UPI,Digital Goods,30.1,0.27,False
tx_syn_100109,usr_5911,1100.19,Cash,Apparel,37.5,0.28,False
tx_syn_100110,usr_4342,773.25,UPI,Digital Goods,18.0,0.33,False
tx_syn_100111,usr_5551,1122.11,Credit Card,Home & Kitchen,32.6,0.04,False
tx_syn_100112,usr_8629,2042.27,UPI,Digital Goods,30.0,0.08,False
tx_syn_100113,usr_4798,333.57,Credit Card,Digital Goods,35.2,0.32,False
tx_syn_100114,usr_2275,1124.25,Credit Card,Digital Goods,32.2,0.06,False
tx_syn_100115,usr_2016,1645.61,UPI,Home & Kitchen,35.4,0.24,False
tx_syn_100116,usr_8869,5392.03,Credit Card,Apparel,31.0,0.19,False
tx_syn_100117,usr_7439,573.9,Credit Card,Electronics,37.5,0.03,False
tx_syn_100118,usr_8892,851.21,UPI,Home & Kitchen,19.6,0.1,False
tx_syn_100119,usr_7863,908.6,Debit Card,Digital Goods,35.1,0.18,False
tx_syn_100120,usr_8916,1724.42,UPI,Home & Kitchen,26.2,0.3,False
tx_syn_100121,usr_1337,844.15,Credit Card,Digital Goods,44.1,0.25,False
tx_syn_100122,usr_1878,1422.54,Credit Card,Home & Kitchen,26.1,0.22,False
tx_syn_100123,usr_2076,2790.14,Credit Card,Electronics,42.7,0.17,False
tx_syn_100124,usr_5887,2249.76,UPI,Electronics,34.1,0.1,False
tx_syn_100125,usr_4993,1114.26,Credit Card,Electronics,18.7,0.04,False
tx_syn_100126,usr_7360,3644.04,Credit Card,Electronics,26.8,0.14,True
tx_syn_100127,usr_5859,1520.17,Debit Card,Apparel,41.4,0.01,False
tx_syn_100128,usr_7331,1447.38,Debit Card,Digital Goods,40.9,0.07,False
tx_syn_100129,usr_1379,112.61,Credit Card,Home & Kitchen,,0.15,False
tx_syn_100130,usr_1492,7825.03,UPI,Apparel,,0.15,False
tx_syn_100131,usr_8208,286.19,UPI,Electronics,34.0,0.02,False
tx_syn_100132,usr_6276,523.1,UPI,Electronics,41.7,0.21,False
tx_syn_100133,usr_3062,145.55,UPI,Apparel,23.9,0.19,False
tx_syn_100134,usr_4884,1888.99,UPI,Electronics,30.3,0.03,False
tx_syn_100135,usr_1064,508.11,UPI,Electronics,37.7,0.33,False
tx_syn_100136,usr_3568,407.23,UPI,Apparel,31.5,0.03,False
tx_syn_100137,usr_6463,216.9,UPI,Electronics,18.0,0.3,False
tx_syn_100138,usr_6248,246.28,UPI,Digital Goods,32.6,0.0,False
tx_syn_100139,usr_3027,1631.63,UPI,Electronics,18.0,0.31,False
tx_syn_100140,usr_3695,2147.75,UPI,Electronics,25.1,0.01,False
tx_syn_100141,usr_2495,961.64,Credit Card,Electronics,22.3,0.27,False
tx_syn_100142,usr_8230,1226.71,Credit Card,Electronics,43.8,0.13,False
tx_syn_100143,usr_6258,2134.87,UPI,Home & Kitchen,46.5,0.26,False
tx_syn_100144,usr_6618,81.56,Credit Card,Home & Kitchen,37.1,0.14,False
tx_syn_100145,usr_7736,752.5,UPI,Apparel,32.2,0.02,False
tx_syn_100146,usr_1391,6557.98,UPI,Home & Kitchen,34.4,0.27,False
tx_syn_100147,usr_6794,1611.98,UPI,Apparel,,0.02,False
tx_syn_100148,usr_5514,578.0,Credit Card,Home & Kitchen,18.0,0.32,False
tx_syn_100149,usr_7432,1377.64,Credit Card,Electronics,25.1,0.02,False
tx_syn_100150,usr_5474,805.18,UPI,Apparel,42.7,0.17,False
tx_syn_100151,usr_6892,1417.66,UPI,Home & Kitchen,44.5,0.25,False
tx_syn_100152,usr_4561,291.88,Debit Card,Home & Kitchen,39.2,0.14,False
tx_syn_100153,usr_3278,306.3,UPI,Home & Kitchen,,0.08,False
tx_syn_100154,usr_8161,328.91,UPI,Electronics,42.6,0.27,False
tx_syn_100155,usr_7184,5108.74,Debit Card,Electronics,45.8,0.27,False
tx_syn_100156,usr_4099,2426.23,Debit Card,Digital Goods,40.3,0.32,False
tx_syn_100157,usr_7278,368.95,Credit Card,Electronics,18.0,0.13,False
tx_syn_100158,usr_1200,425.63,Credit Card,Electronics,,0.18,False
tx_syn_100159,usr_6959,2412.34,UPI,Electronics,39.2,0.13,False
tx_syn_100160,usr_5875,355.63,UPI,Electronics,29.8,0.09,False
tx_syn_100161,usr_8073,531.15,Credit Card,Electronics,35.8,0.26,False
tx_syn_100162,usr_4104,6001.26,UPI,Apparel,29.8,0.12,False
tx_syn_100163,usr_8215,580.61,Credit Card,Apparel,26.9,0.15,False
tx_syn_100164,usr_5598,2000.52,Cash,Digital Goods,47.0,0.14,False
tx_syn_100165,usr_3454,6972.49,Cash,Electronics,36.0,0.25,False
tx_syn_100166,usr_4645,893.98,UPI,Electronics,24.8,0.32,False
tx_syn_100167,usr_6847,81.81,Credit Card,Apparel,22.5,0.23,False
tx_syn_100168,usr_1804,553.84,Credit Card,Apparel,26.9,0.17,False
tx_syn_100169,usr_7242,3248.83,Debit Card,Apparel,26.9,0.27,False
tx_syn_100170,usr_3731,3649.26,UPI,Home & Kitchen,35.4,0.22,False
tx_syn_100171,usr_6991,2683.87,UPI,Electronics,38.3,0.02,False
tx_syn_100172,usr_3773,266.06,UPI,Home & Kitchen,38.3,0.03,False
tx_syn_100173,usr_2570,2907.03,UPI,Apparel,27.8,0.01,False
tx_syn_100174,usr_6056,4566.81,UPI,Electronics,42.0,0.16,False
tx_syn_100175,usr_8906,1702.07,Debit Card,Digital Goods,44.6,0.29,False
tx_syn_100176,usr_7756,5140.59,Credit Card,Apparel,32.0,0.11,False
tx_syn_100177,usr_6581,3206.36,UPI,Electronics,25.4,0.13,False
tx_syn_100178,usr_3690,2029.15,Credit Card,Electronics,35.1,0.32,False
tx_syn_100179,usr_4840,1599.48,UPI,Electronics,52.6,0.29,False
tx_syn_100180,usr_2028,821.46,Cash,Apparel,25.2,0.23,False
tx_syn_100181,usr_8385,362.31,Cash,Electronics,29.7,0.09,False
tx_syn_100182,usr_1502,1721.76,Cash,Electronics,34.7,0.04,False
tx_syn_100183,usr_7910,739.2,Debit Card,Electronics,38.8,0.01,False
tx_syn_100184,usr_5493,3673.75,UPI,Home & Kitchen,18.0,0.04,False
tx_syn_100185,usr_1870,9070.12,UPI,Home & Kitchen,45.3,0.1,False
tx_syn_100186,usr_7938,2562.9,Credit Card,Home & Kitchen,45.2,0.19,False
tx_syn_100187,usr_5488,220.71,Cash,Electronics,30.6,0.02,False
tx_syn_100188,usr_1206,663.15,UPI,Digital Goods,57.2,0.05,False
tx_syn_100189,usr_6134,257.96,UPI,Home & Kitchen,44.6,0.06,False
tx_syn_100190,usr_6977,1942.31,Debit Card,Digital Goods,44.2,0.22,False
tx_syn_100191,usr_8721,2658.17,UPI,Apparel,44.3,0.22,False
tx_syn_100192,usr_8035,4728.75,Credit Card,Apparel,44.0,0.19,False
tx_syn_100193,usr_2484,1087.81,Credit Card,Home & Kitchen,34.0,0.09,False
tx_syn_100194,usr_8858,4219.59,UPI,Electronics,33.2,0.13,False
tx_syn_100195,usr_8742,3835.12,UPI,Apparel,26.2,0.03,False
tx_syn_100196,usr_1863,736.78,Debit Card,Home & Kitchen,29.3,0.08,False
tx_syn_100197,usr_3790,3707.24,Credit Card,Home & Kitchen,31.6,0.31,False
tx_syn_100198,usr_8408,897.94,Cash,Digital Goods,34.8,0.34,False
tx_syn_100199,usr_1563,683.98,UPI,Home & Kitchen,47.8,0.23,False
tx_syn_100200,usr_6116,1934.93,UPI,Electronics,18.0,0.32,False
tx_syn_100201,usr_5191,766.52,Debit Card,Electronics,45.6,0.22,False
tx_syn_100202,usr_7019,1840.67,Credit Card,Apparel,25.6,0.01,False
tx_syn_100203,usr_2757,1744.12,UPI,Apparel,33.3,0.35,False
tx_syn_100204,usr_7628,1541.89,Debit Card,Electronics,28.0,0.03,False
tx_syn_100205,usr_8574,911.68,UPI,Electronics,50.0,0.24,False
tx_syn_100206,usr_7374,1481.32,UPI,Apparel,30.0,0.09,False
tx_syn_100207,usr_7892,1683.58,UPI,Home & Kitchen,38.6,0.14,False
tx_syn_100208,usr_2678,1470.14,UPI,Digital Goods,39.1,0.23,False
tx_syn_100209,usr_4242,1107.94,Credit Card,Home & Kitchen,24.3,0.15,False
tx_syn_100210,usr_5636,76.6,Credit Card,Home & Kitchen,33.4,0.09,False
tx_syn_100211,usr_2059,1642.02,Credit Card,Apparel,44.4,0.12,False
tx_syn_100212,usr_7668,382.02,Cash,Digital Goods,26.8,0.12,False
tx_syn_100213,usr_6279,1901.9,UPI,Apparel,41.2,0.34,False
tx_syn_100214,usr_2722,2613.9,UPI,Digital Goods,31.4,0.28,False
tx_syn_100215,usr_4314,1299.27,UPI,Digital Goods,44.1,0.16,False
tx_syn_100216,usr_4157,1457.02,UPI,Digital Goods,49.1,0.07,False
tx_syn_100217,usr_6915,5496.35,Credit Card,Apparel,,0.28,False
tx_syn_100218,usr_3625,3431.14,Debit Card,Electronics,22.8,0.06,False
tx_syn_100219,usr_3729,4471.09,Debit Card,Electronics,30.5,0.07,False
tx_syn_100220,usr_7700,3075.36,UPI,Electronics,46.7,0.13,False
tx_syn_100221,usr_2597,257.57,UPI,Electronics,38.7,0.31,False
tx_syn_100222,usr_4060,340.4,Credit Card,Electronics,23.6,0.05,False
tx_syn_100223,usr_3693,1396.16,UPI,Electronics,40.0,0.04,False
tx_syn_100224,usr_5891,558.42,Credit Card,Apparel,26.4,0.17,False
tx_syn_100225,usr_6147,1215.67,Cash,Home & Kitchen,41.6,0.1,False
tx_syn_100226,usr_6739,952.66,UPI,Electronics,38.8,0.2,False
tx_syn_100227,usr_4627,1484.97,Debit Card,Home & Kitchen,26.4,0.16,False
tx_syn_100228,usr_2363,2522.97,Credit Card,Home & Kitchen,33.6,0.15,False
tx_syn_100229,usr_8965,2312.58,UPI,Apparel,44.6,0.04,False
tx_syn_100230,usr_2981,1375.78,Credit Card,Digital Goods,18.1,0.05,False
tx_syn_100231,usr_6450,3160.73,UPI,Electronics,36.8,0.29,False
tx_syn_100232,usr_2663,1064.54,UPI,Electronics,24.8,0.31,False
tx_syn_100233,usr_2529,4136.46,Credit Card,Apparel,34.1,0.08,False
tx_syn_100234,usr_3038,183.11,Debit Card,Electronics,,0.04,False
tx_syn_100235,usr_8515,5618.42,UPI,Apparel,,0.02,False
tx_syn_100236,usr_6592,1963.98,UPI,Apparel,34.0,0.21,False
tx_syn_100237,usr_4302,910.68,Debit Card,Electronics,46.7,0.25,False
tx_syn_100238,usr_3237,445.27,Debit Card,Electronics,27.1,0.13,False
tx_syn_100239,usr_8392,6733.33,Debit Card,Electronics,30.0,0.24,False
tx_syn_100240,usr_6504,439.46,UPI,Apparel,39.2,0.25,False
tx_syn_100241,usr_6496,377.46,Cash,Apparel,35.9,0.33,True
tx_syn_100242,usr_2306,1779.15,UPI,Electronics,31.4,0.02,False
tx_syn_100243,usr_5029,1382.75,Credit Card,Electronics,31.2,0.07,False
tx_syn_100244,usr_7776,2046.12,UPI,Electronics,45.5,0.02,False
tx_syn_100245,usr_3675,4826.56,Credit Card,Electronics,31.7,0.3,False
tx_syn_100246,usr_6068,1417.72,UPI,Digital Goods,25.5,0.28,False
tx_syn_100247,usr_6864,1615.5,Credit Card,Electronics,26.9,0.2,False
tx_syn_100248,usr_2282,219.02,UPI,Home & Kitchen,39.9,0.03,False
tx_syn_100249,usr_8526,2326.2,UPI,Digital Goods,,0.1,False
tx_syn_100250,usr_1709,969.2,Credit Card,Electronics,,0.1,False
tx_syn_100251,usr_6575,6818.69,Debit Card,Apparel,52.5,0.2,False
tx_syn_100252,usr_6530,3168.66,Cash,Digital Goods,34.1,0.09,False
tx_syn_100253,usr_5744,1380.47,UPI,Home & Kitchen,31.8,0.03,False
tx_syn_100254,usr_5413,286.7,Debit Card,Apparel,26.5,0.26,False
tx_syn_100255,usr_4748,3581.51,Credit Card,Home & Kitchen,32.5,0.1,False
tx_syn_100256,usr_8392,2945.02,UPI,Home & Kitchen,27.8,0.16,False
tx_syn_100257,usr_8986,417.3,UPI,Electronics,27.1,0.04,False
tx_syn_100258,usr_6353,679.91,Credit Card,Digital Goods,20.2,0.28,False
tx_syn_100259,usr_5779,2888.61,Cash,Apparel,,0.2,False
tx_syn_100260,usr_1663,418.73,Credit Card,Apparel,43.2,0.32,False
tx_syn_100261,usr_2998,4546.44,Credit Card,Digital Goods,36.5,0.17,False
tx_syn_100262,usr_8994,1044.61,Credit Card,Home & Kitchen,33.0,0.33,False
tx_syn_100263,usr_4445,1176.51,UPI,Apparel,34.2,0.31,False
tx_syn_100264,usr_4743,3094.62,Debit Card,Electronics,27.6,0.2,False
tx_syn_100265,usr_6727,891.72,Debit Card,Apparel,24.6,0.33,False
tx_syn_100266,usr_2495,1395.68,UPI,Home & Kitchen,40.3,0.11,False
tx_syn_100267,usr_4304,264.43,Debit Card,Home & Kitchen,32.0,0.13,False
tx_syn_100268,usr_4763,54.66,UPI,Digital Goods,37.0,0.02,False
tx_syn_100269,usr_6232,1878.93,Cash,Digital Goods,20.1,0.21,False
tx_syn_100270,usr_2853,1353.14,UPI,Apparel,31.5,0.25,False
tx_syn_100271,usr_6616,1670.48,UPI,Electronics,24.4,0.27,False
tx_syn_100272,usr_7585,2891.55,UPI,Apparel,38.3,0.05,False
tx_syn_100273,usr_5659,1922.31,Credit Card,Home & Kitchen,42.7,0.16,False
tx_syn_100274,usr_2291,395.78,UPI,Apparel,46.6,0.06,False
tx_syn_100275,usr_4581,855.49,Credit Card,Apparel,28.9,0.23,False
tx_syn_100276,usr_8974,4303.94,Credit Card,Apparel,24.6,0.06,False
tx_syn_100277,usr_4457,2694.98,Debit Card,Electronics,30.6,0.32,False
tx_syn_100278,usr_8554,1514.06,UPI,Electronics,,0.08,False
tx_syn_100279,usr_8280,581.43,Credit Card,Apparel,,0.1,False
tx_syn_100280,usr_2636,697.32,UPI,Electronics,22.3,0.3,False
tx_syn_100281,usr_4696,2419.9,Credit Card,Electronics,19.3,0.16,False
tx_syn_100282,usr_3999,3478.96,UPI,Electronics,,0.01,False
tx_syn_100283,usr_4152,2053.38,Cash,Apparel,40.4,0.17,False
tx_syn_100284,usr_1698,3034.87,Credit Card,Electronics,25.5,0.03,False
tx_syn_100285,usr_3160,2669.44,Credit Card,Home & Kitchen,41.4,0.34,False
tx_syn_100286,usr_5097,341.91,Credit Card,Apparel,37.3,0.21,False
tx_syn_100287,usr_5737,1042.79,UPI,Home & Kitchen,,0.09,False
tx_syn_100288,usr_7363,348.86,UPI,Home & Kitchen,27.4,0.2,False
tx_syn_100289,usr_6685,532.74,Debit Card,Electronics,20.5,0.03,False
tx_syn_100290,usr_1854,3712.18,Cash,Apparel,39.3,0.28,False
tx_syn_100291,usr_6855,1202.63,UPI,Digital Goods,36.6,0.32,False
tx_syn_100292,usr_8392,1429.68,Credit Card,Home & Kitchen,35.9,0.31,False
tx_syn_100293,usr_7528,403.8,Debit Card,Digital Goods,25.3,0.12,False
tx_syn_100294,usr_4474,723.85,Credit Card,Home & Kitchen,40.8,0.11,False
tx_syn_100295,usr_6757,521.03,UPI,Electronics,28.8,0.01,False
tx_syn_100296,usr_6249,465.63,UPI,Electronics,35.9,0.23,False
tx_syn_100297,usr_6172,1878.8,UPI,Apparel,30.3,0.19,False
tx_syn_100298,usr_2707,584.43,Debit Card,Apparel,37.2,0.16,False
tx_syn_100299,usr_3777,1849.49,Credit Card,Electronics,24.0,0.32,True
tx_syn_100300,usr_6791,158.42,Credit Card,Home & Kitchen,38.4,0.06,False
tx_syn_100301,usr_2733,325.2,Cash,Apparel,39.8,0.0,False
tx_syn_100302,usr_6535,627.71,Credit Card,Electronics,35.2,0.03,False
tx_syn_100303,usr_7390,1686.08,Cash,Home & Kitchen,48.2,0.08,False
tx_syn_100304,usr_5931,2077.74,Credit Card,Home & Kitchen,36.0,0.01,False
tx_syn_100305,usr_4510,1102.43,UPI,Apparel,42.0,0.18,False
tx_syn_100306,usr_1202,1112.38,Cash,Home & Kitchen,35.0,0.11,False
tx_syn_100307,usr_4255,2370.61,Credit Card,Digital Goods,41.2,0.06,False
tx_syn_100308,usr_5218,78.71,UPI,Apparel,21.2,0.26,False
tx_syn_100309,usr_5496,800.9,UPI,Electronics,34.5,0.07,False
tx_syn_100310,usr_1766,3123.75,UPI,Electronics,24.6,0.24,False
tx_syn_100311,usr_5389,1713.87,Credit Card,Apparel,35.4,0.12,False
tx_syn_100312,usr_3327,790.38,Debit Card,Electronics,37.5,0.18,False
tx_syn_100313,usr_3931,23633.24,Cash,Digital Goods,41.1,0.33,False
tx_syn_100314,usr_8777,2716.06,Cash,Home & Kitchen,38.4,0.01,False
tx_syn_100315,usr_1197,603.94,UPI,Home & Kitchen,31.3,0.18,False
tx_syn_100316,usr_8125,10535.9,UPI,Digital Goods,27.8,0.3,False
tx_syn_100317,usr_2930,1680.3,UPI,Digital Goods,18.0,0.21,False
tx_syn_100318,usr_4582,973.05,Debit Card,Electronics,34.8,0.1,False
tx_syn_100319,usr_7895,872.99,UPI,Electronics,43.9,0.14,False
tx_syn_100320,usr_7287,807.66,Credit Card,Home & Kitchen,35.1,0.24,False
tx_syn_100321,usr_1608,1778.23,Debit Card,Apparel,33.5,0.31,False
tx_syn_100322,usr_4272,1101.44,Credit Card,Apparel,35.4,0.01,False
tx_syn_100323,usr_2147,3259.36,UPI,Apparel,30.9,0.03,False
tx_syn_100324,usr_5282,2043.43,Cash,Digital Goods,35.9,0.11,False
tx_syn_100325,usr_4397,180.49,Cash,Apparel,30.8,0.08,False
tx_syn_100326,usr_3511,1889.81,UPI,Home & Kitchen,26.6,0.09,True
tx_syn_100327,usr_8516,619.31,Credit Card,Electronics,33.6,0.08,False
tx_syn_100328,usr_2794,1667.26,Cash,Home & Kitchen,33.4,0.07,False
tx_syn_100329,usr_1659,2101.72,UPI,Electronics,50.1,0.05,False
tx_syn_100330,usr_3811,522.4,Credit Card,Digital Goods,27.4,0.33,False
tx_syn_100331,usr_8098,1148.69,UPI,Electronics,32.8,0.05,False
tx_syn_100332,usr_7051,430.02,Credit Card,Home & Kitchen,32.0,0.07,False
tx_syn_100333,usr_7546,146.76,UPI,Electronics,30.4,0.09,False
tx_syn_100334,usr_2369,906.05,UPI,Electronics,38.6,0.33,False
tx_syn_100335,usr_2986,861.62,UPI,Apparel,53.2,0.26,False
tx_syn_100336,usr_6630,9768.83,Credit Card,Apparel,31.5,0.28,False
tx_syn_100337,usr_1146,1114.21,Cash,Electronics,38.6,0.04,True
tx_syn_100338,usr_4219,780.48,Debit Card,Electronics,18.0,0.29,False
tx_syn_100339,usr_3911,1613.54,Debit Card,Home & Kitchen,30.9,0.14,False
tx_syn_100340,usr_2734,217.32,Credit Card,Home & Kitchen,47.4,0.09,False
tx_syn_100341,usr_2843,5920.54,UPI,Electronics,33.7,0.2,False
tx_syn_100342,usr_1488,1863.95,UPI,Home & Kitchen,38.5,0.29,False
